bank_settlement_id,deposited_amount,settlement_date,description
BANK-TXN-11861,6365.18,2026-09-01,Razorpay Settlement for pay_60af2a139c8e
BANK-TXN-11862,10822.72,2026-08-08,Razorpay Settlement for pay_cccd46d40744
BANK-TXN-11863,9591.27,2026-08-14,Razorpay Settlement for pay_62805d80170a
BANK-TXN-11864,14569.27,2026-08-28,Razorpay Settlement for pay_e1dd435f1162
BANK-TXN-11865,1320.41,2026-08-03,Razorpay Settlement for pay_2e59c45eb433
BANK-TXN-11866,6095.95,2026-08-05,Razorpay Settlement for pay_8304bc6fbe9b
BANK-TXN-11867,5033.34,2026-08-04,Razorpay Settlement for pay_f08db07ace94
BANK-TXN-11868,339.06,2026-08-29,Razorpay Settlement for pay_0d3890c8aa08
BANK-TXN-11869,13621.42,2026-08-14,Razorpay Settlement for pay_256557822b26
BANK-TXN-11870,12108.76,2026-08-25,Razorpay Settlement for pay_8f0e32d5d835
BANK-TXN-11871,8494.58,2026-08-18,Razorpay Settlement for pay_e44b79857c75
BANK-TXN-11872,5202.39,2026-09-01,Razorpay Settlement for pay_53c2b698d2e0
BANK-TXN-11873,333.75,2026-08-20,Razorpay Settlement for pay_14781bd6653b
BANK-TXN-11874,8427.9,2026-08-06,Razorpay Settlement for pay_64ad4a48b8fc
BANK-TXN-11875,14330.15,2026-09-01,Razorpay Settlement for pay_b3f6eac5c12e
BANK-TXN-11876,6835.74,2026-08-21,Razorpay Settlement for pay_31569ffa790d
BANK-TXN-11877,4356.03,2026-08-27,Razorpay Settlement for pay_eceac8a25489
BANK-TXN-11878,13594.97,2026-09-02,Razorpay Settlement for pay_b070d8601267
BANK-TXN-11879,6092.09,2026-08-22,Razorpay Settlement for pay_aee8cc9b9375
BANK-TXN-11880,1304.78,2026-08-05,Razorpay Settlement for pay_4e8e2d5a0e38
BANK-TXN-11881,1422.82,2026-08-08,Razorpay Settlement for pay_2879d8b2ce47
BANK-TXN-11882,12877.61,2026-09-01,Razorpay Settlement for pay_19c53b4958b2
BANK-TXN-11883,7152.93,2026-08-19,Razorpay Settlement for pay_af7d812539fa
BANK-TXN-11884,13407.5,2026-08-03,Razorpay Settlement for pay_ada4571ea2c9
BANK-TXN-11885,11069.19,2026-08-16,Razorpay Settlement for pay_c6c54d8a2307
BANK-TXN-11886,9031.75,2026-08-23,Razorpay Settlement for pay_c03c30316acd
BANK-TXN-11887,3460.39,2026-08-23,Razorpay Settlement for pay_24e65b60fd5c
BANK-TXN-11888,5320.14,2026-08-28,Razorpay Settlement for pay_f590f157f3ab
BANK-TXN-11889,5610.11,2026-08-17,Razorpay Settlement for pay_fb1ddb546202
BANK-TXN-11890,12259.36,2026-09-01,Razorpay Settlement for pay_2809b94f76bb
BANK-TXN-11891,4035.94,2026-08-11,Razorpay Settlement for pay_d19e9e6eceb4
BANK-TXN-11892,3350.09,2026-08-23,Razorpay Settlement for pay_944b9ae32c3b
BANK-TXN-11893,6912.18,2026-08-18,Razorpay Settlement for pay_c2f2411c3d9e
BANK-TXN-11894,6872.98,2026-08-13,Razorpay Settlement for pay_20e223e636d5
BANK-TXN-11895,13087.85,2026-08-05,Razorpay Settlement for pay_63ddbbce19d7
BANK-TXN-11896,6444.38,2026-08-13,Razorpay Settlement for pay_7ee56efeb90b
BANK-TXN-11897,2425.42,2026-08-19,Razorpay Settlement for pay_c20418b06c21
BANK-TXN-11898,9719.82,2026-08-02,Razorpay Settlement for pay_3ddd5e2176a2
BANK-TXN-11899,5482.65,2026-08-14,Razorpay Settlement for pay_97bf52067fb5
BANK-TXN-11900,14544.71,2026-08-27,Razorpay Settlement for pay_245afc37a6c8
BANK-TXN-11901,6490.16,2026-08-06,Razorpay Settlement for pay_cbb6723d93df
BANK-TXN-11902,2945.48,2026-08-24,Razorpay Settlement for pay_dbb704c09795
BANK-TXN-11903,4999.92,2026-08-14,Razorpay Settlement for pay_a0aae66d6051
BANK-TXN-11904,14115.47,2026-08-23,Razorpay Settlement for pay_580e63184043
BANK-TXN-11905,7383.71,2026-08-16,Razorpay Settlement for pay_1bc12b3accdb
BANK-TXN-11906,10561.65,2026-08-26,Razorpay Settlement for pay_420518ff79fe
BANK-TXN-11907,7475.4,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11908,3860.52,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11909,1043.02,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11910,2238.88,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11911,8940.06,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11912,9932.58,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11913,3706.57,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11914,4030.11,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11915,968.43,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11916,4201.31,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11917,8414.6,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11918,6536.6,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11919,7359.57,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11920,8712.69,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11921,2824.1,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11922,8623.29,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11923,1590.03,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11924,1026.51,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11925,4269.79,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11926,8033.34,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11927,3119.91,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11928,8362.89,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11929,559.97,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11930,6855.52,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11931,2676.59,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11932,5809.46,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11933,3396.46,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11934,1659.23,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11935,5836.0,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11936,1910.72,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11937,8940.55,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11938,1181.5,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11939,7860.3,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11940,2157.89,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11941,6780.44,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11942,5332.82,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11943,3224.83,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11944,4293.32,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11945,5923.65,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11946,7340.9,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11947,6740.08,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11948,4168.11,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11949,3481.39,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11950,3130.06,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11951,5023.37,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11952,3934.56,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11953,2888.56,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11954,1190.85,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11955,2155.66,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
BANK-TXN-11956,6448.99,2026-08-15,ACH Credit - Direct Deposit / Unmatched Transfer
